1,1,0,24
2,2,0,44
3,3,0,2
4,4,0,38
5,5,0,99
6,6,0,98
7,7,0,72
8,8,0,0
9,9,0,41
10,10,0,14
11,11,0,93
12,12,0,53
13,13,0,55
14,14,0,5
15,15,0,17
16,16,0,41
17,17,0,4
18,18,0,44
19,19,0,95
20,20,0,32
21,21,0,21
22,22,0,14
23,23,0,87
24,24,0,7
25,25,0,23
26,26,0,20
27,27,0,72
28,28,0,74
29,29,0,33
30,30,0,52
31,31,0,37
32,32,0,0
33,33,0,13
34,34,0,43
35,35,0,85
36,36,0,58
37,37,0,84
38,38,0,25
39,39,0,8
40,40,0,57
41,41,0,56
42,42,0,38
43,43,0,45
44,44,0,84
45,45,0,95
46,46,0,86
47,47,0,74
48,48,0,23
49,49,0,75
50,50,0,87
51,51,0,35
52,52,0,82
53,53,0,62
54,54,0,16
55,55,0,55
56,56,0,5
57,57,0,90
58,58,0,4
59,59,0,0
60,60,0,61
61,61,0,52
62,62,0,58
63,63,0,86
64,64,0,93
65,65,0,78
66,66,0,34
67,67,0,34
68,68,0,97
69,69,0,2
70,70,0,51
71,71,0,31
72,72,0,67
73,73,0,44
74,74,0,81
75,75,0,94
76,76,0,1
77,77,0,78
78,78,0,54
79,79,0,30
80,80,0,90
81,81,0,45
82,82,0,2
83,83,0,73
84,84,0,32
85,85,0,24
86,86,0,63
87,87,0,92
88,88,0,89
89,89,0,35
90,90,0,34
91,91,0,4
92,92,0,39
93,93,0,80
94,94,0,21
95,95,0,48
96,96,0,96
97,97,0,98
98,98,0,58
99,99,0,23
100,100,0,92
101,101,0,38
102,102,0,27
103,103,0,51
104,104,0,93
105,105,0,33
106,106,0,51
107,107,0,30
108,108,0,34
109,109,0,48
110,110,0,3
111,111,0,5
112,112,0,99
113,113,0,1
114,114,0,8
115,115,0,3
116,116,0,33
117,117,0,96
118,118,0,79
119,119,0,87
120,120,0,46
121,121,0,0
122,122,0,48
123,123,0,63
124,124,0,80
125,125,0,80
126,126,0,22
127,127,0,93
128,128,0,47
129,129,0,53
130,130,0,8
131,131,0,6
132,132,0,38
133,133,0,27
134,134,0,98
135,135,0,56
136,136,0,96
137,137,0,34
138,138,0,63
139,139,0,80
140,140,0,89
141,141,0,13
142,142,0,31
143,143,0,38
144,144,0,25
145,145,0,62
146,146,0,87
147,147,0,73
148,148,0,67
149,149,0,71
150,150,0,89
151,151,0,23
152,152,0,12
153,153,0,56
154,154,0,1
155,155,0,86
156,156,0,64
157,157,0,72
158,158,0,25
159,159,0,23
160,160,0,43
161,161,0,52
162,162,0,40
163,163,0,57
164,164,0,38
165,165,0,97
166,166,0,98
167,167,0,40
168,168,0,12
169,169,0,7
170,170,0,99
171,171,0,59
172,172,0,41
173,173,0,11
174,174,0,16
175,175,0,22
176,176,0,1
177,177,0,67
178,178,0,12
179,179,0,4
180,180,0,95
181,181,0,12
182,182,0,96
183,183,0,39
184,184,0,17
185,185,0,60
186,186,0,9
187,187,0,18
188,188,0,96
189,189,0,10
190,190,0,71
191,191,0,45
192,192,0,28
193,193,0,44
194,194,0,22
195,195,0,74
196,196,0,84
197,197,0,51
198,198,0,98
199,199,0,21
200,200,0,61
201,201,0,96
202,202,0,94
203,203,0,5
204,204,0,74
205,205,0,51
206,206,0,84
207,207,0,5
208,208,0,32
209,209,0,63
210,210,0,85
211,211,0,31
212,212,0,3
213,213,0,89
214,214,0,32
215,215,0,76
216,216,0,36
217,217,0,48
218,218,0,89
219,219,0,84
220,220,0,93
221,221,0,40
222,222,0,29
223,223,0,83
224,224,0,78
225,225,0,47
226,226,0,53
227,227,0,77
228,228,0,20
229,229,0,67
230,230,0,54
231,231,0,16
232,232,0,38
233,233,0,34
234,234,0,47
235,235,0,76
236,236,0,23
237,237,0,50
238,238,0,17
239,239,0,22
240,240,0,74
241,241,0,36
242,242,0,80
243,243,0,65
244,244,0,56
245,245,0,49
246,246,0,83
247,247,0,53
248,248,0,7
249,249,0,37
250,250,0,30
251,251,0,99
252,252,0,59
253,253,0,49
254,254,0,6
255,255,0,3
256,256,0,53
257,257,0,51
258,258,0,7
259,259,0,61
260,260,0,15
261,261,0,83
262,262,0,60
263,263,0,70
264,264,0,64
265,265,0,3
266,266,0,34
267,267,0,20
268,268,0,26
269,269,0,12
270,270,0,50
271,271,0,16
272,272,0,72
273,273,0,36
274,274,0,7
275,275,0,66
276,276,0,74
277,277,0,5
278,278,0,79
279,279,0,96
280,280,0,51
281,281,0,16
282,282,0,45
283,283,0,71
284,284,0,24
285,285,0,21
286,286,0,81
287,287,0,83
288,288,0,21
289,289,0,30
290,290,0,78
291,291,0,75
292,292,0,63
293,293,0,64
294,294,0,82
295,295,0,45
296,296,0,85
297,297,0,53
298,298,0,22
299,299,0,4
300,300,0,80
301,301,0,24
302,302,0,82
303,303,0,2
304,304,0,59
305,305,0,57
306,306,0,21
307,307,0,13
308,308,0,32
309,309,0,22
310,310,0,35
311,311,0,74
312,312,0,92
313,313,0,48
314,314,0,32
315,315,0,20
316,316,0,27
317,317,0,35
318,318,0,69
319,319,0,31
320,320,0,71
321,321,0,51
322,322,0,21
323,323,0,46
324,324,0,61
325,325,0,93
326,326,0,6
327,327,0,51
328,328,0,84
329,329,0,17
330,330,0,83
331,331,0,96
332,332,0,95
333,333,0,58
334,334,0,23
335,335,0,94
336,336,0,54
337,337,0,94
338,338,0,71
339,339,0,61
340,340,0,0
341,341,0,84
342,342,0,75
343,343,0,56
344,344,0,14
345,345,0,18
346,346,0,51
347,347,0,80
348,348,0,79
349,349,0,98
350,350,0,41
351,351,0,96
352,352,0,62
353,353,0,21
354,354,0,45
355,355,0,95
356,356,0,97
357,357,0,2
358,358,0,65
359,359,0,96
360,360,0,52
361,361,0,87
362,362,0,49
363,363,0,54
364,364,0,97
365,365,0,69
366,366,0,96
367,367,0,65
368,368,0,84
369,369,0,96
370,370,0,73
371,371,0,93
372,372,0,68
373,373,0,29
374,374,0,99
375,375,0,64
376,376,0,92
377,377,0,89
378,378,0,38
379,379,0,53
380,380,0,84
381,381,0,58
382,382,0,23
383,383,0,6
384,384,0,93
385,385,0,25
386,386,0,21
387,387,0,31
388,388,0,53
389,389,0,91
390,390,0,36
391,391,0,76
392,392,0,58
393,393,0,31
394,394,0,6
395,395,0,60
396,396,0,25
397,397,0,5
398,398,0,5
399,399,0,12
400,400,0,53
401,401,0,88
402,402,0,91
403,403,0,61
404,404,0,74
405,405,0,80
406,406,0,30
407,407,0,10
408,408,0,20
409,409,0,45
410,410,0,65
411,411,0,68
412,412,0,71
413,413,0,46
414,414,0,69
415,415,0,62
416,416,0,20
417,417,0,69
418,418,0,78
419,419,0,74
420,420,0,42
421,421,0,20
422,422,0,40
423,423,0,99
424,424,0,19
425,425,0,96
426,426,0,70
427,427,0,23
428,428,0,23
429,429,0,40
430,430,0,72
431,431,0,55
432,432,0,76
433,433,0,8
434,434,0,97
435,435,0,69
436,436,0,22
437,437,0,96
438,438,0,6
439,439,0,23
440,440,0,21
441,441,0,25
442,442,0,15
443,443,0,37
444,444,0,9
445,445,0,97
446,446,0,55
447,447,0,91
448,448,0,72
449,449,0,42
450,450,0,99
451,451,0,6
452,452,0,22
453,453,0,51
454,454,0,92
455,455,0,78
456,456,0,65
457,457,0,99
458,458,0,54
459,459,0,4
460,460,0,19
461,461,0,26
462,462,0,40
463,463,0,97
464,464,0,0
465,465,0,78
466,466,0,22
467,467,0,53
468,468,0,59
469,469,0,99
470,470,0,88
471,471,0,79
472,472,0,80
473,473,0,90
474,474,0,24
475,475,0,70
476,476,0,69
477,477,0,99
478,478,0,21
479,479,0,16
480,480,0,54
481,481,0,6
482,482,0,71
483,483,0,77
484,484,0,52
485,485,0,54
486,486,0,66
487,487,0,82
488,488,0,22
489,489,0,88
490,490,0,95
491,491,0,17
492,492,0,77
493,493,0,88
494,494,0,77
495,495,0,31
496,496,0,77
497,497,0,33
498,498,0,93
499,499,0,36
500,500,0,37
501,501,0,75
502,502,0,99
503,503,0,8
504,504,0,27
505,505,0,17
506,506,0,65
507,507,0,33
508,508,0,46
509,509,0,90
510,510,0,73
511,511,0,66
512,512,0,30
513,513,0,38
514,514,0,68
515,515,0,12
516,516,0,95
517,517,0,37
518,518,0,99
519,519,0,82
520,520,0,53
521,521,0,24
522,522,0,6
523,523,0,7
524,524,0,49
525,525,0,34
526,526,0,65
527,527,0,22
528,528,0,50
529,529,0,98
530,530,0,49
531,531,0,55
532,532,0,57
533,533,0,80
534,534,0,87
535,535,0,48
536,536,0,59
537,537,0,61
538,538,0,43
539,539,0,77
540,540,0,51
541,541,0,8
542,542,0,62
543,543,0,94
544,544,0,73
545,545,0,79
546,546,0,68
547,547,0,74
548,548,0,24
549,549,0,84
550,550,0,94
551,551,0,82
552,552,0,96
553,553,0,88
554,554,0,74
555,555,0,10
556,556,0,94
557,557,0,75
558,558,0,56
559,559,0,32
560,560,0,19
561,561,0,50
562,562,0,3
563,563,0,77
564,564,0,7
565,565,0,96
566,566,0,85
567,567,0,32
568,568,0,27
569,569,0,82
570,570,0,33
571,571,0,85
572,572,0,38
573,573,0,35
574,574,0,95
575,575,0,35
576,576,0,61
577,577,0,25
578,578,0,41
579,579,0,10
580,580,0,34
581,581,0,81
582,582,0,64
583,583,0,38
584,584,0,22
585,585,0,93
586,586,0,25
587,587,0,57
588,588,0,73
589,589,0,24
590,590,0,10
591,591,0,27
592,592,0,34
593,593,0,38
594,594,0,50
595,595,0,42
596,596,0,88
597,597,0,28
598,598,0,49
599,599,0,82
600,600,0,95
601,601,0,79
602,602,0,87
603,603,0,64
604,604,0,88
605,605,0,41
606,606,0,29
607,607,0,7
608,608,0,74
609,609,0,5
610,610,0,59
611,611,0,65
612,612,0,39
613,613,0,41
614,614,0,60
615,615,0,92
616,616,0,22
617,617,0,65
618,618,0,15
619,619,0,20
620,620,0,97
621,621,0,6
622,622,0,82
623,623,0,37
624,624,0,97
625,625,0,55
626,626,0,21
627,627,0,4
628,628,0,21
629,629,0,13
630,630,0,66
631,631,0,83
632,632,0,78
633,633,0,81
634,634,0,34
635,635,0,41
636,636,0,96
637,637,0,53
638,638,0,59
