0,0,49,12
1,1,68,66
2,2,97,72
3,3,95,43
4,4,67,36
5,5,9,96
6,6,24,96
7,7,32,34
8,8,9,69
9,9,13,68
10,10,3,49
11,11,7,43
12,12,59,32
13,13,16,53
14,14,82,2
15,15,46,33
16,16,24,62
17,17,5,73
18,18,10,54
19,19,67,58
20,20,11,14
21,21,15,22
22,22,15,58
23,23,95,53
24,24,55,3
25,25,21,40
26,26,98,30
27,27,11,12
28,28,0,58
29,29,4,94
30,30,27,39
31,31,33,79
32,32,23,68
33,33,77,87
34,34,71,74
35,35,1,57
36,36,42,71
37,37,98,52
38,38,87,17
39,39,33,93
40,40,25,5
41,41,46,15
42,42,85,20
43,43,93,37
44,44,55,49
45,45,48,71
46,46,0,98
47,47,46,50
48,48,78,5
49,49,44,64
50,50,18,63
51,51,0,35
52,52,22,88
53,53,69,31
54,54,99,6
55,55,66,90
56,56,19,92
57,57,99,54
58,58,2,17
59,59,54,55
60,60,29,71
61,61,70,65
62,62,22,84
63,63,40,64
64,64,76,57
65,65,74,56
66,66,87,63
67,67,66,70
68,68,90,58
69,69,63,9
70,70,96,10
71,71,58,50
72,72,77,39
73,73,76,3
74,74,95,45
75,75,12,11
76,76,80,69
77,77,79,82
78,78,98,14
79,79,3,57
80,80,71,78
81,81,97,35
82,82,45,38
83,83,54,12
84,84,7,15
85,85,40,75
86,86,0,54
87,87,45,40
88,88,5,53
89,89,93,60
90,90,73,87
91,91,75,71
92,92,69,2
93,93,92,12
94,94,33,59
95,95,35,80
96,96,46,70
97,97,23,56
98,98,16,3
99,99,54,69
100,100,90,96
101,101,98,42
102,102,92,80
103,103,10,99
104,104,91,41
105,105,64,76
106,106,95,80
107,107,63,75
108,108,71,70
109,109,92,3
110,110,38,66
111,111,5,17
112,112,70,51
113,113,64,68
114,114,85,6
115,115,93,87
116,116,15,42
117,117,65,98
118,118,63,70
119,119,77,61
120,120,82,34
121,121,6,3
122,122,9,71
123,123,87,64
124,124,44,67
125,125,18,38
126,126,75,21
127,127,45,80
128,128,37,53
129,129,10,33
130,130,29,19
131,131,75,15
132,132,26,8
133,133,29,44
134,134,66,64
135,135,66,93
136,136,99,1
137,137,90,96
138,138,93,10
139,139,41,7
140,140,65,62
141,141,48,97
142,142,79,69
143,143,15,72
144,144,30,40
145,145,86,92
146,146,19,93
147,147,25,44
148,148,1,49
149,149,58,96
150,150,14,92
151,151,26,99
152,152,86,8
153,153,31,26
154,154,70,45
155,155,43,93
156,156,27,9
157,157,91,2
158,158,97,39
159,159,13,89
160,160,85,48
161,161,82,10
162,162,4,70
163,163,32,81
164,164,33,26
165,165,34,74
166,166,80,94
167,167,12,68
168,168,58,97
169,169,77,51
170,170,79,56
171,171,66,70
172,172,8,23
173,173,66,21
174,174,6,96
175,175,3,46
176,176,37,12
177,177,58,4
178,178,89,27
179,179,3,82
180,180,11,89
181,181,57,49
182,182,34,99
183,183,23,73
184,184,97,36
185,185,17,63
186,186,12,62
187,187,33,89
188,188,89,72
189,189,79,52
190,190,69,66
191,191,78,59
192,192,66,1
193,193,73,34
194,194,18,83
195,195,1,3
196,196,16,35
197,197,47,30
198,198,16,23
199,199,98,83
200,200,96,35
201,201,57,56
202,202,2,61
203,203,13,54
204,204,72,12
205,205,26,81
206,206,90,49
207,207,37,35
208,208,41,60
209,209,91,67
210,210,87,97
211,211,59,93
212,212,21,73
213,213,60,14
214,214,52,55
215,215,50,72
216,216,28,10
217,217,96,94
218,218,90,30
219,219,17,68
220,220,2,17
221,221,90,17
222,222,70,25
223,223,28,1
224,224,39,21
225,225,8,26
226,226,1,92
227,227,90,4
228,228,5,47
229,229,76,77
230,230,7,2
231,231,13,19
232,232,2,69
233,233,17,50
234,234,68,44
235,235,96,35
236,236,50,49
237,237,92,20
238,238,48,73
239,239,6,43
240,240,40,70
241,241,3,30
242,242,34,69
243,243,42,44
244,244,11,83
245,245,49,68
246,246,55,64
247,247,84,68
248,248,65,15
249,249,85,1
250,250,84,32
251,251,18,77
252,252,37,82
253,253,2,17
254,254,72,41
255,255,97,41
256,256,52,75
257,257,82,75
258,258,92,21
259,259,40,83
260,260,60,33
261,261,67,62
262,262,39,15
263,263,22,43
264,264,68,83
265,265,54,88
266,266,99,16
267,267,7,51
268,268,9,74
269,269,12,28
270,270,81,18
271,271,15,77
272,272,35,91
273,273,31,86
274,274,3,74
275,275,62,1
276,276,7,6
277,277,23,20
278,278,42,29
279,279,24,82
280,280,30,90
281,281,12,35
282,282,83,69
283,283,15,96
284,284,9,96
285,285,78,55
286,286,12,42
287,287,27,54
288,288,73,18
289,289,38,4
290,290,30,21
291,291,88,13
292,292,50,66
293,293,53,79
294,294,71,78
295,295,71,38
296,296,66,93
297,297,68,38
298,298,9,89
299,299,79,3
300,300,43,61
301,301,41,9
302,302,41,11
303,303,52,17
304,304,63,55
305,305,68,94
306,306,54,28
307,307,51,43
308,308,69,53
309,309,86,75
310,310,82,72
311,311,86,59
312,312,95,76
313,313,38,1
314,314,87,12
315,315,51,43
316,316,30,18
317,317,56,13
318,318,39,51
319,319,96,76
320,320,16,87
321,321,26,80
322,322,53,2
323,323,64,25
324,324,99,85
325,325,48,23
326,326,15,19
327,327,4,53
328,328,95,7
329,329,32,4
330,330,85,83
331,331,22,5
332,332,51,63
333,333,97,89
334,334,54,76
335,335,63,23
336,336,50,73
337,337,42,53
338,338,61,7
339,339,7,93
340,340,27,38
341,341,63,91
342,342,18,56
343,343,82,11
344,344,35,43
345,345,50,50
346,346,12,43
347,347,51,77
348,348,19,26
349,349,60,80
350,350,92,58
351,351,14,94
352,352,57,35
353,353,22,14
354,354,73,29
355,355,84,54
356,356,59,5
357,357,82,27
358,358,61,85
359,359,17,64
360,360,15,31
361,361,7,85
362,362,44,34
363,363,49,69
364,364,65,97
365,365,47,34
366,366,98,77
367,367,49,54
368,368,76,62
369,369,77,61
370,370,44,19
371,371,13,20
372,372,47,66
373,373,63,58
374,374,17,48
375,375,93,94
376,376,34,92
377,377,52,28
378,378,16,84
379,379,76,30
380,380,76,50
381,381,75,62
382,382,57,37
383,383,10,63
384,384,47,97
385,385,23,3
