0,0,15,20
1,1,7,50
2,2,9,40
3,3,11,50
4,4,13,60
5,5,15,70
6,6,17,80
7,7,21,40
8,8,22,40
9,9,23,110
10,10,25,120
11,11,21,45
12,12,29,140
13,13,31,150
14,14,33,160
15,15,35,170
16,16,37,180
17,17,39,190
18,18,41,200
19,19,43,210
20,20,45,220
21,21,47,230
22,22,49,240
23,23,51,250
24,24,53,260
25,25,55,270
26,26,57,280
27,27,59,290
28,28,61,300
29,29,63,310
30,30,65,320
31,31,67,330
32,32,69,340
33,33,71,350
34,34,73,360
35,35,75,370
36,36,77,380
37,37,79,390
38,38,81,400
39,39,83,410
40,40,85,420
41,41,87,430
42,42,89,440
43,43,91,450
44,44,93,460
45,45,95,470
46,46,97,480
47,47,99,490
48,48,101,500
49,49,103,510
50,50,105,520
51,51,107,530
52,52,109,540
53,53,111,550
54,54,113,560
55,55,115,570
56,56,117,580
57,57,119,590
58,58,121,600
59,59,123,610
60,60,125,620
61,61,127,630
62,62,129,640
63,63,131,650
64,64,133,660
65,65,135,670
66,66,137,680
67,67,139,690
68,68,141,700
69,69,143,710
70,70,145,720
71,71,147,730
72,72,149,740
73,73,151,750
74,74,153,760
75,75,155,770
76,76,157,780
77,77,159,790
78,78,161,800
79,79,163,810
80,80,165,820
81,81,167,830
82,82,169,840
83,83,171,850
84,84,173,860
85,85,175,870
86,86,177,880
87,87,179,890
88,88,181,900
89,89,183,910
90,90,185,920
91,91,187,930
92,92,189,940
93,93,191,950
94,94,193,960
95,95,195,970
96,96,197,980
97,97,199,990
98,98,201,1000
99,99,203,1010
100,100,205,1020
